"R0000100","R0173600","R0214700","R0214800"
4733,5,3,2
4734,5,3,2
4735,5,3,2
4736,1,3,1
4737,1,3,1
4738,1,3,1
4739,5,3,2
4740,1,3,1
4741,5,3,2
4742,5,3,2
4743,1,3,1
4744,5,3,2
4745,5,3,2
4746,5,3,2
4747,1,3,1
4748,5,3,2
4749,5,3,2
4750,1,3,1
4751,1,3,1
4752,1,3,1
4753,5,3,2
4754,5,3,2
4755,1,3,1
4756,1,3,1
4757,5,3,2
4758,5,3,2
4759,1,3,1
4760,1,3,1
4761,5,3,2
4762,5,3,2
4763,5,3,2
4764,1,3,1
4765,1,3,1
4766,5,3,2
4767,1,3,1
4768,5,3,2
4769,5,3,2
4770,1,3,1
4771,1,3,1
4772,5,3,2
4773,1,3,1
4774,5,3,2
4775,1,3,1
4776,2,3,1
4777,5,3,2
4778,5,3,2
4779,1,3,1
4780,5,3,2
4781,1,3,1
4782,5,3,2
4783,5,3,2
4784,5,3,2
4785,5,3,2
4786,1,3,1
4787,6,3,2
4788,1,3,1
4789,1,3,1
4790,5,3,2
4791,1,3,1
4792,5,3,2
4793,1,3,1
4794,1,3,1
4795,5,3,2
4796,5,3,2
4797,5,3,2
4798,5,3,2
4799,1,3,1
4800,1,3,1
4801,5,3,2
4802,5,3,2
4803,5,3,2
4804,5,3,2
4805,1,3,1
4806,1,3,1
4807,5,3,2
4808,1,3,1
4809,5,3,2
4810,5,3,2
4811,1,3,1
4812,5,3,2
4813,1,3,1
4814,1,3,1
4815,5,3,2
4816,1,3,1
4817,5,3,2
4818,1,3,1
4819,5,3,2
4820,5,3,2
4821,5,3,2
4822,5,3,2
4823,1,3,1
4824,5,3,2
4825,1,3,1
4826,5,3,2
4827,1,3,1
4828,1,3,1
4829,1,3,1
4830,1,3,1
4831,1,3,1
4832,2,3,1
4833,6,3,2
4834,1,3,1
4835,1,3,1
4836,2,3,1
4837,6,3,2
4838,5,3,2
4839,5,3,2
4840,1,3,1
4841,5,3,2
4842,5,3,2
4843,1,3,1
4844,5,3,2
4845,1,3,1
4846,1,3,1
4847,1,3,1
4848,5,3,2
4849,5,3,2
4850,1,3,1
4851,1,3,1
4852,5,3,2
4853,5,3,2
4854,1,3,1
4855,1,3,1
4856,1,3,1
4857,1,3,1
4858,1,3,1
4859,1,3,1
4860,1,3,1
4861,1,3,1
4862,1,3,1
4863,5,3,2
4864,5,3,2
4865,5,3,2
4866,1,3,1
4867,5,3,2
4868,1,3,1
4869,5,3,2
4870,5,3,2
4871,5,3,2
4872,5,3,2
4873,5,3,2
4874,5,3,2
4875,1,3,1
4876,5,3,2
4877,1,3,1
4878,5,3,2
4879,1,3,1
4880,5,3,2
4881,1,3,1
4882,5,3,2
4883,1,3,1
4884,1,3,1
4885,5,3,2
4886,5,3,2
4887,5,3,2
4888,1,3,1
4889,1,3,1
4890,5,3,2
4891,1,3,1
4892,1,3,1
4893,5,3,2
4894,2,3,1
4895,1,3,1
4896,1,3,1
4897,1,3,1
4898,1,3,1
4899,5,3,2
4900,1,3,1
4901,1,3,1
4902,1,3,1
4903,1,3,1
4904,1,3,1
4905,2,3,1
4906,6,3,2
4907,1,3,1
4908,1,3,1
4909,5,3,2
4910,5,3,2
4911,1,3,1
4912,1,3,1
4913,1,3,1
4914,2,3,1
4915,2,3,1
4916,6,3,2
4917,1,3,1
4918,1,3,1
4919,5,3,2
4920,5,3,2
4921,1,3,1
4922,5,3,2
4923,2,3,1
4924,5,3,2
4925,5,3,2
4926,1,3,1
4927,5,3,2
4928,5,3,2
4929,5,3,2
4930,5,3,2
4931,5,3,2
4932,2,3,1
4933,5,3,2
4934,5,3,2
4935,2,3,1
4936,2,3,1
4937,2,3,1
4938,5,3,2
4939,1,3,1
4940,2,3,1
4941,2,3,1
4942,2,3,1
4943,5,3,2
4944,1,3,1
4945,1,3,1
4946,4,1,1
4947,8,1,2
4948,5,3,2
4949,4,1,1
4950,8,1,2
4951,5,3,2
4952,5,3,2
4953,5,3,2
4954,5,3,2
4955,5,3,2
4956,5,3,2
4957,5,3,2
4958,5,3,2
4959,5,3,2
4960,1,3,1
4961,1,3,1
4962,5,3,2
4963,1,3,1
4964,1,3,1
4965,1,3,1
4966,5,3,2
4967,5,3,2
4968,5,3,2
4969,4,1,1
4970,8,1,2
4971,8,1,2
4972,5,3,2
4973,5,3,2
4974,5,3,2
4975,5,3,2
4976,5,3,2
4977,1,3,1
4978,5,3,2
4979,4,1,1
4980,8,1,2
4981,8,1,2
4982,1,3,1
4983,1,3,1
4984,5,3,2
4985,1,3,1
4986,1,3,1
4987,5,3,2
4988,5,3,2
4989,5,3,2
4990,5,3,2
4991,8,1,2
4992,5,3,2
4993,5,3,2
4994,5,3,2
4995,5,3,2
4996,2,3,1
4997,5,3,2
4998,1,3,1
4999,5,3,2
5000,1,3,1
5001,5,3,2
5002,5,3,2
5003,5,3,2
5004,1,3,1
5005,1,3,1
5006,1,3,1
5007,1,3,1
5008,5,3,2
5009,5,3,2
5010,1,3,1
5011,1,3,1
5012,1,3,1
5013,4,1,1
5014,5,3,2
5015,5,3,2
5016,5,3,2
5017,1,3,1
5018,1,3,1
5019,5,3,2
5020,1,3,1
5021,1,3,1
5022,1,3,1
5023,5,3,2
5024,1,3,1
5025,5,3,2
5026,8,1,2
5027,1,3,1
5028,5,3,2
5029,1,3,1
5030,1,3,1
5031,1,3,1
5032,5,3,2
5033,1,3,1
5034,1,3,1
5035,5,3,2
5036,1,3,1
5037,5,3,2
5038,5,3,2
5039,1,3,1
5040,1,3,1
5041,8,1,2
5042,7,2,2
5043,7,2,2
5044,5,3,2
5045,8,1,2
5046,4,1,1
5047,5,3,2
5048,1,3,1
5049,5,3,2
5050,5,3,2
5051,1,3,1
5052,5,3,2
5053,5,3,2
5054,2,3,1
5055,6,3,2
5056,1,3,1
5057,5,3,2
5058,1,3,1
5059,7,2,2
5060,5,3,2
5061,5,3,2
5062,5,3,2
5063,5,3,2
5064,5,3,2
5065,5,3,2
5066,5,3,2
5067,1,3,1
5068,1,3,1
5069,5,3,2
5070,3,2,1
5071,7,2,2
5072,3,2,1
5073,3,2,1
5074,7,2,2
5075,3,2,1
5076,7,2,2
5077,7,2,2
5078,3,2,1
5079,3,2,1
5080,3,2,1
5081,7,2,2
5082,1,3,1
5083,3,2,1
5084,7,2,2
5085,7,2,2
5086,3,2,1
5087,3,2,1
5088,7,2,2
5089,7,2,2
5090,7,2,2
5091,5,3,2
5092,1,3,1
5093,1,3,1
5094,1,3,1
5095,1,3,1
5096,5,3,2
5097,1,3,1
5098,5,3,2
5099,5,3,2
5100,5,3,2
5101,5,3,2
5102,1,3,1
5103,5,3,2
5104,5,3,2
5105,5,3,2
5106,1,3,1
5107,5,3,2
5108,5,3,2
5109,1,3,1
5110,5,3,2
5111,5,3,2
5112,1,3,1
5113,5,3,2
5114,5,3,2
5115,5,3,2
5116,1,3,1
5117,5,3,2
5118,3,2,1
5119,7,2,2
5120,6,3,2
5121,5,3,2
5122,1,3,1
5123,5,3,2
5124,5,3,2
5125,5,3,2
5126,1,3,1
5127,5,3,2
5128,5,3,2
5129,1,3,1
5130,1,3,1
5131,5,3,2
5132,1,3,1
5133,1,3,1
5134,5,3,2
5135,5,3,2
5136,1,3,1
5137,1,3,1
5138,5,3,2
5139,1,3,1
5140,5,3,2
5141,4,1,1
5142,8,1,2
5143,8,1,2
5144,1,3,1
5145,1,3,1
5146,1,3,1
5147,4,1,1
5148,5,3,2
5149,1,3,1
5150,5,3,2
5151,5,3,2
5152,5,3,2
5153,6,3,2
5154,5,3,2
5155,5,3,2
5156,1,3,1
5157,5,3,2
5158,1,3,1
5159,5,3,2
5160,1,3,1
5161,1,3,1
5162,5,3,2
5163,5,3,2
5164,5,3,2
5165,1,3,1
5166,1,3,1
5167,1,3,1
5168,1,3,1
5169,5,3,2
5170,1,3,1
5171,8,1,2
5172,1,3,1
5173,5,3,2
5174,1,3,1
5175,1,3,1
5176,6,3,2
5177,2,3,1
5178,1,3,1
5179,5,3,2
5180,5,3,2
5181,1,3,1
5182,1,3,1
5183,5,3,2
5184,1,3,1
5185,1,3,1
5186,1,3,1
5187,1,3,1
5188,5,3,2
5189,5,3,2
5190,5,3,2
5191,5,3,2
5192,1,3,1
5193,5,3,2
5194,1,3,1
5195,5,3,2
5196,5,3,2
5197,2,3,1
5198,8,1,2
5199,5,3,2
5200,5,3,2
5201,5,3,2
5202,8,1,2
5203,4,1,1
5204,1,3,1
5205,1,3,1
5206,1,3,1
5207,1,3,1
5208,5,3,2
5209,5,3,2
5210,1,3,1
5211,1,3,1
5212,5,3,2
5213,1,3,1
5214,5,3,2
5215,1,3,1
5216,5,3,2
5217,4,1,1
5218,4,1,1
5219,5,3,2
5220,1,3,1
5221,4,1,1
5222,4,1,1
5223,1,3,1
5224,5,3,2
5225,5,3,2
5226,1,3,1
5227,1,3,1
5228,5,3,2
5229,1,3,1
5230,1,3,1
5231,6,3,2
5232,6,3,2
5233,5,3,2
5234,5,3,2
5235,1,3,1
5236,5,3,2
5237,1,3,1
5238,1,3,1
5239,5,3,2
5240,5,3,2
5241,5,3,2
5242,4,1,1
5243,4,1,1
5244,4,1,1
5245,4,1,1
5246,8,1,2
5247,5,3,2
5248,1,3,1
5249,1,3,1
5250,1,3,1
5251,1,3,1
5252,1,3,1
5253,5,3,2
5254,1,3,1
5255,5,3,2
5256,5,3,2
5257,1,3,1
5258,5,3,2
5259,5,3,2
5260,1,3,1
5261,8,1,2
5262,5,3,2
5263,2,3,1
5264,6,3,2
5265,6,3,2
5266,1,3,1
5267,1,3,1
5268,6,3,2
5269,1,3,1
5270,1,3,1
5271,5,3,2
5272,5,3,2
5273,5,3,2
5274,2,3,1
5275,6,3,2
5276,6,3,2
5277,6,3,2
5278,2,3,1
5279,2,3,1
5280,6,3,2
5281,2,3,1
5282,5,3,2
5283,5,3,2
5284,1,3,1
5285,5,3,2
5286,5,3,2
5287,5,3,2
5288,5,3,2
5289,5,3,2
5290,5,3,2
5291,1,3,1
5292,5,3,2
5293,5,3,2
5294,5,3,2
5295,5,3,2
5296,1,3,1
5297,1,3,1
5298,5,3,2
5299,5,3,2
5300,1,3,1
5301,5,3,2
5302,5,3,2
5303,1,3,1
5304,1,3,1
5305,5,3,2
5306,1,3,1
5307,2,3,1
5308,6,3,2
5309,5,3,2
5310,5,3,2
5311,5,3,2
5312,1,3,1
5313,1,3,1
5314,5,3,2
5315,5,3,2
5316,1,3,1
5317,5,3,2
5318,1,3,1
5319,1,3,1
5320,1,3,1
5321,1,3,1
5322,1,3,1
5323,1,3,1
5324,1,3,1
5325,5,3,2
5326,5,3,2
5327,5,3,2
5328,5,3,2
5329,1,3,1
5330,5,3,2
5331,5,3,2
5332,5,3,2
5333,5,3,2
5334,1,3,1
5335,1,3,1
5336,1,3,1
5337,1,3,1
5338,5,3,2
5339,6,3,2
5340,5,3,2
5341,5,3,2
5342,1,3,1
5343,1,3,1
5344,1,3,1
5345,1,3,1
5346,1,3,1
5347,1,3,1
5348,1,3,1
5349,5,3,2
5350,1,3,1
5351,5,3,2
5352,1,3,1
5353,5,3,2
5354,1,3,1
5355,5,3,2
5356,1,3,1
5357,1,3,1
5358,2,3,1
5359,1,3,1
5360,5,3,2
5361,1,3,1
5362,1,3,1
5363,1,3,1
5364,1,3,1
5365,1,3,1
5366,1,3,1
5367,1,3,1
5368,1,3,1
5369,5,3,2
5370,5,3,2
5371,1,3,1
5372,5,3,2
5373,5,3,2
5374,5,3,2
5375,2,3,1
5376,5,3,2
5377,1,3,1
5378,5,3,2
5379,1,3,1
5380,5,3,2
5381,5,3,2
5382,1,3,1
5383,1,3,1
5384,1,3,1
5385,5,3,2
5386,5,3,2
5387,5,3,2
5388,5,3,2
5389,5,3,2
5390,2,3,1
5391,6,3,2
5392,1,3,1
5393,5,3,2
5394,1,3,1
5395,1,3,1
5396,1,3,1
5397,5,3,2
5398,1,3,1
5399,1,3,1
5400,1,3,1
5401,1,3,1
5402,1,3,1
5403,5,3,2
5404,5,3,2
5405,1,3,1
5406,6,3,2
5407,1,3,1
5408,5,3,2
5409,5,3,2
5410,1,3,1
5411,1,3,1
5412,2,3,1
5413,2,3,1
5414,2,3,1
5415,2,3,1
5416,2,3,1
5417,2,3,1
5418,2,3,1
5419,1,3,1
5420,1,3,1
5421,5,3,2
5422,5,3,2
5423,2,3,1
5424,5,3,2
5425,5,3,2
5426,5,3,2
5427,5,3,2
5428,5,3,2
5429,5,3,2
5430,1,3,1
5431,1,3,1
5432,1,3,1
5433,5,3,2
5434,6,3,2
5435,1,3,1
5436,5,3,2
5437,1,3,1
5438,5,3,2
5439,1,3,1
5440,1,3,1
5441,1,3,1
5442,5,3,2
5443,2,3,1
5444,2,3,1
5445,5,3,2
5446,1,3,1
5447,1,3,1
5448,5,3,2
5449,1,3,1
5450,6,3,2
5451,2,3,1
5452,5,3,2
5453,5,3,2
5454,5,3,2
5455,5,3,2
5456,1,3,1
5457,1,3,1
5458,5,3,2
5459,5,3,2
5460,7,2,2
5461,2,3,1
5462,6,3,2
5463,2,3,1
5464,7,2,2
5465,7,2,2
5466,7,2,2
5467,7,2,2
5468,2,3,1
5469,6,3,2
5470,2,3,1
5471,6,3,2
5472,5,3,2
5473,5,3,2
5474,5,3,2
5475,3,2,1
5476,7,2,2
5477,5,3,2
5478,5,3,2
5479,7,2,2
5480,7,2,2
5481,5,3,2
5482,7,2,2
5483,7,2,2
5484,3,2,1
5485,7,2,2
5486,5,3,2
5487,5,3,2
5488,5,3,2
5489,1,3,1
5490,1,3,1
5491,1,3,1
5492,5,3,2
5493,1,3,1
5494,1,3,1
5495,1,3,1
5496,1,3,1
5497,1,3,1
5498,6,3,2
5499,1,3,1
5500,1,3,1
5501,1,3,1
5502,5,3,2
5503,1,3,1
5504,2,3,1
5505,5,3,2
5506,5,3,2
5507,1,3,1
5508,5,3,2
5509,5,3,2
5510,5,3,2
5511,5,3,2
5512,1,3,1
5513,2,3,1
5514,1,3,1
5515,7,2,2
5516,3,2,1
5517,3,2,1
5518,7,2,2
5519,1,3,1
5520,2,3,1
5521,2,3,1
5522,6,3,2
5523,5,3,2
5524,5,3,2
5525,1,3,1
5526,5,3,2
5527,1,3,1
5528,5,3,2
5529,1,3,1
5530,5,3,2
5531,1,3,1
5532,1,3,1
5533,6,3,2
5534,1,3,1
5535,1,3,1
5536,7,2,2
5537,7,2,2
5538,3,2,1
5539,3,2,1
5540,1,3,1
5541,5,3,2
5542,1,3,1
5543,1,3,1
5544,5,3,2
5545,1,3,1
5546,5,3,2
5547,6,3,2
5548,5,3,2
5549,5,3,2
5550,5,3,2
5551,5,3,2
5552,1,3,1
5553,5,3,2
5554,1,3,1
5555,5,3,2
5556,2,3,1
5557,5,3,2
5558,1,3,1
5559,5,3,2
5560,6,3,2
5561,6,3,2
5562,1,3,1
5563,6,3,2
5564,5,3,2
5565,5,3,2
5566,5,3,2
5567,1,3,1
5568,5,3,2
5569,1,3,1
5570,5,3,2
5571,5,3,2
5572,5,3,2
5573,1,3,1
5574,5,3,2
5575,5,3,2
5576,5,3,2
5577,5,3,2
5578,5,3,2
5579,1,3,1
5580,1,3,1
5581,5,3,2
5582,5,3,2
5583,5,3,2
5584,1,3,1
5585,1,3,1
5586,1,3,1
5587,1,3,1
5588,1,3,1
5589,5,3,2
5590,1,3,1
5591,5,3,2
5592,1,3,1
5593,5,3,2
5594,1,3,1
5595,6,3,2
5596,6,3,2
5597,5,3,2
5598,1,3,1
5599,2,3,1
5600,5,3,2
5601,2,3,1
5602,2,3,1
5603,2,3,1
5604,1,3,1
5605,5,3,2
5606,5,3,2
5607,1,3,1
5608,2,3,1
5609,6,3,2
5610,1,3,1
5611,3,2,1
5612,7,2,2
5613,3,2,1
5614,7,2,2
5615,7,2,2
5616,3,2,1
5617,3,2,1
5618,3,2,1
5619,7,2,2
5620,5,3,2
5621,1,3,1
5622,1,3,1
5623,1,3,1
5624,5,3,2
5625,1,3,1
5626,5,3,2
5627,5,3,2
5628,1,3,1
5629,3,2,1
5630,3,2,1
5631,7,2,2
5632,7,2,2
5633,3,2,1
5634,7,2,2
5635,3,2,1
5636,3,2,1
5637,3,2,1
5638,3,2,1
5639,3,2,1
5640,7,2,2
5641,7,2,2
5642,3,2,1
5643,3,2,1
5644,3,2,1
5645,7,2,2
5646,7,2,2
5647,7,2,2
5648,5,3,2
5649,1,3,1
5650,1,3,1
5651,1,3,1
5652,5,3,2
5653,1,3,1
5654,5,3,2
5655,1,3,1
5656,5,3,2
5657,5,3,2
5658,1,3,1
5659,5,3,2
5660,1,3,1
5661,5,3,2
5662,3,2,1
5663,3,2,1
5664,3,2,1
5665,1,3,1
5666,1,3,1
5667,1,3,1
5668,1,3,1
5669,5,3,2
5670,5,3,2
5671,1,3,1
5672,1,3,1
5673,5,3,2
5674,5,3,2
5675,5,3,2
5676,7,2,2
5677,1,3,1
5678,1,3,1
5679,1,3,1
5680,1,3,1
5681,6,3,2
5682,6,3,2
5683,3,2,1
5684,7,2,2
5685,6,3,2
5686,5,3,2
5687,5,3,2
5688,2,3,1
5689,6,3,2
5690,8,1,2
5691,1,3,1
5692,2,3,1
5693,1,3,1
5694,1,3,1
5695,5,3,2
5696,1,3,1
5697,1,3,1
5698,2,3,1
5699,1,3,1
5700,1,3,1
5701,5,3,2
5702,5,3,2
5703,1,3,1
5704,1,3,1
5705,5,3,2
5706,5,3,2
5707,5,3,2
5708,6,3,2
5709,5,3,2
5710,6,3,2
5711,2,3,1
5712,5,3,2
5713,5,3,2
5714,2,3,1
5715,6,3,2
5716,5,3,2
5717,5,3,2
5718,5,3,2
5719,11,1,1
5720,14,1,2
5721,14,1,2
5722,14,1,2
5723,11,1,1
5724,14,1,2
5725,14,1,2
5726,11,1,1
5727,11,1,1
5728,14,1,2
5729,14,1,2
5730,14,1,2
5731,11,1,1
5732,14,1,2
5733,11,1,1
5734,14,1,2
5735,11,1,1
5736,14,1,2
5737,14,1,2
5738,11,1,1
5739,11,1,1
5740,14,1,2
5741,14,1,2
5742,14,1,2
5743,14,1,2
5744,14,1,2
5745,11,1,1
5746,14,1,2
5747,11,1,1
5748,11,1,1
5749,11,1,1
5750,11,1,1
5751,14,1,2
5752,11,1,1
5753,14,1,2
5754,11,1,1
5755,11,1,1
5756,14,1,2
5757,11,1,1
5758,14,1,2
5759,11,1,1
5760,12,3,2
5761,10,2,1
5762,14,1,2
5763,14,1,2
5764,11,1,1
5765,14,1,2
5766,14,1,2
5767,14,1,2
5768,12,3,2
5769,14,1,2
5770,14,1,2
5771,11,1,1
5772,11,1,1
5773,14,1,2
5774,14,1,2
5775,11,1,1
5776,11,1,1
5777,12,3,2
5778,11,1,1
5779,11,1,1
5780,14,1,2
5781,14,1,2
5782,14,1,2
5783,11,1,1
5784,11,1,1
5785,11,1,1
5786,11,1,1
5787,14,1,2
5788,11,1,1
5789,11,1,1
5790,14,1,2
5791,11,1,1
5792,11,1,1
5793,14,1,2
5794,9,3,1
5795,11,1,1
5796,14,1,2
5797,14,1,2
5798,14,1,2
5799,14,1,2
5800,11,1,1
5801,14,1,2
5802,14,1,2
5803,14,1,2
5804,11,1,1
5805,14,1,2
5806,14,1,2
5807,11,1,1
5808,11,1,1
5809,14,1,2
5810,11,1,1
5811,14,1,2
5812,14,1,2
5813,14,1,2
5814,11,1,1
5815,11,1,1
5816,11,1,1
5817,14,1,2
5818,14,1,2
5819,14,1,2
5820,14,1,2
5821,14,1,2
5822,14,1,2
5823,11,1,1
5824,11,1,1
5825,9,3,1
5826,14,1,2
5827,14,1,2
5828,14,1,2
5829,14,1,2
5830,14,1,2
5831,11,1,1
5832,11,1,1
5833,14,1,2
5834,14,1,2
5835,14,1,2
5836,14,1,2
5837,11,1,1
5838,11,1,1
5839,14,1,2
5840,14,1,2
5841,14,1,2
5842,11,1,1
5843,11,1,1
5844,14,1,2
5845,11,1,1
5846,11,1,1
5847,11,1,1
5848,11,1,1
5849,14,1,2
5850,11,1,1
5851,11,1,1
5852,14,1,2
5853,14,1,2
5854,11,1,1
5855,14,1,2
5856,14,1,2
5857,11,1,1
5858,12,3,2
5859,9,3,1
5860,11,1,1
5861,14,1,2
5862,14,1,2
5863,11,1,1
5864,11,1,1
5865,11,1,1
5866,11,1,1
5867,14,1,2
5868,14,1,2
5869,11,1,1
5870,14,1,2
5871,11,1,1
5872,11,1,1
5873,14,1,2
5874,14,1,2
5875,11,1,1
5876,11,1,1
5877,11,1,1
5878,14,1,2
5879,11,1,1
5880,14,1,2
5881,11,1,1
5882,11,1,1
5883,14,1,2
5884,11,1,1
5885,11,1,1
5886,10,2,1
5887,13,2,2
5888,13,2,2
5889,13,2,2
5890,10,2,1
5891,9,3,1
5892,12,3,2
5893,10,2,1
5894,10,2,1
5895,13,2,2
5896,13,2,2
5897,13,2,2
5898,10,2,1
5899,13,2,2
5900,13,2,2
5901,10,2,1
5902,10,2,1
5903,11,1,1
5904,11,1,1
5905,11,1,1
5906,13,2,2
5907,10,2,1
5908,10,2,1
5909,13,2,2
5910,11,1,1
5911,13,2,2
5912,10,2,1
5913,13,2,2
5914,13,2,2
5915,10,2,1
5916,13,2,2
5917,10,2,1
5918,10,2,1
5919,13,2,2
5920,10,2,1
5921,10,2,1
5922,10,2,1
5923,13,2,2
5924,10,2,1
5925,13,2,2
5926,13,2,2
5927,13,2,2
5928,10,2,1
5929,10,2,1
5930,13,2,2
5931,10,2,1
5932,13,2,2
5933,10,2,1
5934,13,2,2
5935,10,2,1
5936,13,2,2
5937,10,2,1
5938,10,2,1
5939,10,2,1
5940,10,2,1
5941,13,2,2
5942,11,1,1
5943,11,1,1
5944,13,2,2
5945,13,2,2
5946,11,1,1
5947,14,1,2
5948,14,1,2
5949,10,2,1
5950,10,2,1
5951,13,2,2
5952,13,2,2
5953,13,2,2
5954,13,2,2
5955,13,2,2
5956,13,2,2
5957,13,2,2
5958,10,2,1
5959,10,2,1
5960,10,2,1
5961,10,2,1
5962,10,2,1
5963,14,1,2
5964,10,2,1
5965,13,2,2
5966,10,2,1
5967,13,2,2
5968,10,2,1
5969,13,2,2
5970,13,2,2
5971,10,2,1
5972,10,2,1
5973,13,2,2
5974,10,2,1
5975,10,2,1
5976,13,2,2
5977,13,2,2
5978,13,2,2
5979,10,2,1
5980,13,2,2
5981,10,2,1
5982,10,2,1
5983,13,2,2
5984,10,2,1
5985,13,2,2
5986,13,2,2
5987,10,2,1
5988,10,2,1
5989,10,2,1
5990,10,2,1
5991,13,2,2
5992,10,2,1
5993,10,2,1
5994,10,2,1
5995,10,2,1
5996,10,2,1
5997,10,2,1
5998,13,2,2
5999,13,2,2
6000,10,2,1
6001,10,2,1
6002,13,2,2
6003,13,2,2
6004,13,2,2
6005,13,2,2
6006,10,2,1
6007,13,2,2
6008,10,2,1
6009,10,2,1
6010,10,2,1
6011,13,2,2
6012,10,2,1
6013,10,2,1
6014,10,2,1
6015,13,2,2
6016,11,1,1
6017,13,2,2
6018,12,3,2
6019,14,1,2
6020,10,2,1
6021,10,2,1
6022,13,2,2
6023,13,2,2
6024,13,2,2
6025,10,2,1
6026,10,2,1
6027,13,2,2
6028,13,2,2
6029,10,2,1
6030,13,2,2
6031,13,2,2
6032,10,2,1
6033,13,2,2
6034,10,2,1
6035,10,2,1
6036,13,2,2
6037,13,2,2
6038,10,2,1
6039,13,2,2
6040,13,2,2
6041,10,2,1
6042,13,2,2
6043,13,2,2
6044,13,2,2
6045,10,2,1
6046,13,2,2
6047,13,2,2
6048,13,2,2
6049,13,2,2
6050,10,2,1
6051,10,2,1
6052,10,2,1
6053,13,2,2
6054,10,2,1
6055,13,2,2
6056,10,2,1
6057,10,2,1
6058,13,2,2
6059,10,2,1
6060,10,2,1
6061,13,2,2
6062,10,2,1
6063,13,2,2
6064,13,2,2
6065,10,2,1
6066,13,2,2
6067,10,2,1
6068,13,2,2
6069,13,2,2
6070,10,2,1
6071,13,2,2
6072,13,2,2
6073,13,2,2
6074,13,2,2
6075,10,2,1
6076,13,2,2
6077,10,2,1
6078,13,2,2
6079,10,2,1
6080,13,2,2
6081,10,2,1
6082,13,2,2
6083,13,2,2
6084,13,2,2
6085,10,2,1
6086,10,2,1
6087,10,2,1
6088,13,2,2
6089,10,2,1
6090,10,2,1
6091,13,2,2
6092,10,2,1
6093,10,2,1
6094,10,2,1
6095,10,2,1
6096,10,2,1
6097,10,2,1
6098,10,2,1
6099,10,2,1
6100,10,2,1
6101,13,2,2
6102,13,2,2
6103,10,2,1
6104,10,2,1
6105,10,2,1
6106,10,2,1
6107,13,2,2
6108,13,2,2
6109,10,2,1
6110,10,2,1
6111,10,2,1
6112,10,2,1
6113,10,2,1
6114,13,2,2
6115,13,2,2
6116,13,2,2
6117,13,2,2
6118,13,2,2
6119,13,2,2
6120,13,2,2
6121,10,2,1
6122,10,2,1
6123,10,2,1
6124,10,2,1
6125,10,2,1
6126,13,2,2
6127,10,2,1
6128,10,2,1
6129,13,2,2
6130,13,2,2
6131,10,2,1
6132,13,2,2
6133,10,2,1
6134,13,2,2
6135,10,2,1
6136,10,2,1
6137,10,2,1
6138,10,2,1
6139,13,2,2
6140,10,2,1
6141,10,2,1
6142,10,2,1
6143,10,2,1
6144,10,2,1
6145,10,2,1
6146,13,2,2
6147,10,2,1
6148,10,2,1
6149,10,2,1
6150,13,2,2
6151,13,2,2
6152,13,2,2
6153,10,2,1
6154,13,2,2
6155,10,2,1
6156,10,2,1
6157,10,2,1
6158,13,2,2
6159,13,2,2
6160,13,2,2
6161,13,2,2
6162,10,2,1
6163,13,2,2
6164,13,2,2
6165,10,2,1
6166,10,2,1
6167,10,2,1
6168,13,2,2
6169,13,2,2
6170,10,2,1
6171,13,2,2
6172,13,2,2
6173,10,2,1
6174,13,2,2
6175,13,2,2
6176,10,2,1
6177,13,2,2
6178,13,2,2
6179,13,2,2
6180,10,2,1
6181,13,2,2
6182,10,2,1
6183,13,2,2
6184,10,2,1
6185,13,2,2
6186,10,2,1
6187,10,2,1
6188,13,2,2
6189,12,3,2
6190,12,3,2
6191,9,3,1
6192,12,3,2
6193,10,2,1
6194,13,2,2
6195,13,2,2
6196,10,2,1
6197,13,2,2
6198,10,2,1
6199,10,2,1
6200,10,2,1
6201,10,2,1
6202,13,2,2
6203,13,2,2
6204,13,2,2
6205,13,2,2
6206,13,2,2
6207,10,2,1
6208,13,2,2
6209,13,2,2
6210,13,2,2
6211,10,2,1
6212,13,2,2
6213,10,2,1
6214,13,2,2
6215,13,2,2
6216,10,2,1
6217,13,2,2
6218,10,2,1
6219,13,2,2
6220,13,2,2
6221,13,2,2
6222,10,2,1
6223,13,2,2
6224,10,2,1
6225,13,2,2
6226,10,2,1
6227,13,2,2
6228,10,2,1
6229,10,2,1
6230,10,2,1
6231,13,2,2
6232,13,2,2
6233,13,2,2
6234,13,2,2
6235,13,2,2
6236,10,2,1
6237,13,2,2
6238,13,2,2
6239,13,2,2
6240,13,2,2
6241,10,2,1
6242,10,2,1
6243,13,2,2
6244,13,2,2
6245,13,2,2
6246,14,1,2
6247,10,2,1
6248,10,2,1
6249,10,2,1
6250,10,2,1
6251,10,2,1
6252,10,2,1
6253,10,2,1
6254,10,2,1
6255,13,2,2
6256,13,2,2
6257,13,2,2
6258,13,2,2
6259,13,2,2
6260,10,2,1
6261,10,2,1
6262,13,2,2
6263,13,2,2
6264,13,2,2
6265,13,2,2
6266,10,2,1
6267,13,2,2
6268,13,2,2
6269,9,3,1
6270,13,2,2
6271,10,2,1
6272,10,2,1
6273,13,2,2
6274,13,2,2
6275,13,2,2
6276,13,2,2
6277,13,2,2
6278,13,2,2
6279,10,2,1
6280,13,2,2
6281,9,3,1
6282,13,2,2
6283,13,2,2
6284,13,2,2
6285,3,2,1
